7;;"ENTRE AS SECRETARIAS OU ÁREA DO MUNICIPIO, QUAL VOCE CONSIDERA MAIS COMPETENTE?
ESTIMULADA";392;100.00%
;7.1;ASSISTÊNCIA SOCIAL;32;8.16%
;7.2;SAÚDE;79;20.15%
;7.3;EDUCAÇÃO;40;10.20%
;7.4;ESPORTE E LAZER;5;1.28%
;7.5;OBRAS;26;6.63%
;7.6;TRANSPORTE;8;2.04%
;7.8;CULTURA E EVENTOS;1;0.26%
;7.9;ADMINISTRAÇÃO E GOVERNO;9;2.30%
;7.1;MEIO AMBIENTE;7;1.79%
;7.11;NS/NR;43;10.97%
;7.12;NENHUM;142;36.22%
