13;;SE ELEIÇÃO FOSSE HOJE QUEM VOCÊ NÃO VOTARIA DE JEITO NENHUM A PREFEITO OU PREFEITA DO MUNICÍPIO?;392;100.00%
;13.1;LAURA ARAUJO;106;27.04%
;13.2;TXAI (ORABOLAS);11;2.81%
;13.3;JULIA HORTA;12;3.06%
;13.4;MARTA GERVÁSIO;11;2.81%
;13.5;TÃOZINHO;13;3.32%
;13.6;QUERALA DA CENIBRA;7;1.79%
;13.7;MORIÁ;16;4.08%
;13.8;ANTÔNIO PIMENTEL;8;2.04%
;13.9;ARTUR MOREIRA;5;1.28%
;13.1;NÃO SABE/N. RESP.;203;51.79%
